文物名称,时代,图片链接,分类,种类,文物简介
石青八团龙凤妆花缎夹褂,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/18822.jpg,服饰,女吉服,石青八团龙凤妆花缎夹褂，清乾隆，身长152厘米，两袖通长180厘米，袖口宽23厘米，下摆宽140厘米，后裾长84厘米。清宫旧藏。夹褂为吉服，立领，对襟，平袖口，裾后开。月白色勾莲暗花绫衬里，褂面在石青色缎地上用五彩丝线以“妆花”手法织八团龙凤纹，下幅织平水八宝如意云纹。色彩巧用晕色，如平水用绿色和蓝色的四晕色织成，如意云纹则用绿色、蓝色、黄色、黑色的三晕色织成，色彩绚丽。同时以深浅二色圆金线交替织出龙、凤纹，利用深浅金线的变化，突出龙纹的立体感，并与舞动的凤纹相呼应。龙凤相配，纹样特殊，在龙褂中仅此一件，是清代乾隆的皇后所穿。褂上原有黄条，上墨书：“石青缎织五彩八团花卉女夹褂…，览乾隆十四年正月二十二日……”。
蓝色簟锦纹暗花绸夹袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/19516.jpg,服饰,男常服,蓝色簟锦纹暗花绸夹袍，清乾隆，身长148厘米，两袖通长204厘米，袖口宽20厘米，下摆宽120厘米，前后裾长58厘米，左右裾长23厘米。清宫旧藏。袍圆领，大襟右衽，马蹄袖，裾四开。以蓝色暗花绸为面，月白色暗花绫衬里。夹袍用变化的斜纹组织织成簟锦纹（一种似竹席的纹饰），以一交一的平纹组织显花，一个花纹单位直径约37厘米。以鲶鱼、磬、盘长等纹饰组成寓意“吉庆有余”和“年年有余”的吉祥图案。夹袍簟锦纹规矩，纹样丰富，织造细密，面料厚而结实，适合做外衣，是一件织造工艺考究的皇帝常服袍。
香色缀绣八团夔龙牡丹单袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/18537.jpg,服饰,女吉服,香色纱缀绣八团夔龙牡丹单袍，清乾隆，身长145厘米，两袖通长191厘米，袖口宽21厘米，下摆宽132厘米，左右裾长78厘米。清宫旧藏。此袍圆领，右衽大襟，裾左右开，镶中接袖，黑色素接袖，马蹄形袖端。以香色暗团龙纹实地纱为面料，缝缀直径纱地绣夔龙牡丹纹的补子八团，其中前胸后背及两肩正夔龙各一，襟前后行夔龙各二。纹样的轮廓全部以金线勾边。另在里襟缝缀行夔龙一团，领边绣金正龙二、行龙二，两中接袖绣金行龙各二，两马蹄袖端绣金正龙各一。纹样端庄雅致，配色和谐沉稳，绣工平顺精细，此袍是体现乾隆时期服装艺术的精美之作。袍色用香色，纹饰用夔龙，其色和纹样较后妃所享用的明黄色和龙纹的等级更低，是清代嫔夏季穿用的吉服袍。领口系黄条，上墨书：“香色纱缀绣八团夔龙单袍一件”，“乾隆二十七年九月三十日收”。
藕荷色实地纱缀绣平金八团夔龙单袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/18526.jpg,服饰,女吉服,藕荷色实地纱缀绣平金八团夔龙单袍，清乾隆，身长147厘米，两袖通长150厘米，袖口宽21厘米，下摆宽123厘米。左右裾长85厘米。清宫旧藏。此袍圆领，右衽大襟，裾左右开，镶中接袖，黑色素接袖，马蹄形袖端。以单层藕荷色实地纱为衣料。全身钉缀绣团万寿花卉夔龙纹的补子八团，领边绣喜相逢纹样九团，两中接袖和两马蹄袖端各绣喜相逢纹样三团。喜相逢纹样以对向的双蝶构成，寓含“相逢团圆”、“夫妻相随”之意，反映了穿用者对幸福美满生活的向往和追求。纹样使用了平针、套针和钉针等刺绣技法，针脚排列整齐，绣面均匀密实，绣工精美。根据清代服饰典制规定，此袍的用色、八团纹样及领、袖边纹样都较后妃及嫔所用吉服袍的等级更低，是皇孙福晋以下所用的吉服袍。它以单薄透气的纱为面料，系夏季穿用，透气凉爽，舒适宜人。领口系黄条，上墨书：“藕荷纱缀八团花单袍一件”，“乾隆四十三年十一月二十八日收”。
月白缎织彩百花飞蝶袷袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/18522.jpg,服饰,女便服,月白缎织彩百花飞蝶袷衬衣，清乾隆，身长140厘米，两袖通长172厘米，袖口宽17厘米，下摆宽124厘米。清宫旧藏。此袍是乾隆时期后妃的便服，穿用于燕居闲暇之时。其式为圆领，右衽大襟，平袖端，不开裾。月白色妆花缎面，黄色缠枝暗花绫里。使用大红、粉红、碧绿、草绿、香黄、驼黄、浅绛、湖蓝、深灰、浅黑、淡白等十余种色线织制折枝花卉及虫蝶纹样。其中花卉有牡丹、莲花、海棠、秋海棠、梅花、石榴花、水仙、桃花、绣球花和兰花等，虫蝶有螳螂、蝈蝈、蜻蜓和蝴蝶。纹样丰富多彩，表现出自然界百花盛开、百蝶翻飞之景，生动逼真，栩栩如生，充溢着春天生机盎然的气息。此袍织造精良，做工细致，纹样雅丽，是一件乾隆时期的服装精品杰作，且为故宫博物院现藏的为数不多的年代最早的后妃便袍之一，故十分珍贵。领口系黄条，上墨书：“月白缎百花妆袷衬衣一件，乾隆四十三年十一月二十八日收”。
黄色缂丝云蝠寿袷袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/18517.jpg,服饰,男吉服,黄色缂丝云蝠寿袷袍，清乾隆，身长142厘米，两袖通长174厘米，袖口宽18厘米，下摆宽116厘米，左右裾长78厘米。清宫旧藏。此袍圆领，右衽大襟，裾左右开，镶中接袖，黑色素接袖，马蹄形袖端。以黄色缂丝为面，湖色素纺绸为里。通身装饰约一百个团寿字，间饰五彩流云和红蝠纹，寓含“洪福齐天”、“长寿百岁”的吉祥意义。下摆饰海水江崖、八宝立水纹。镶石青色纱领、袖边，上绣喜相逢纹样。全袍纹样富丽，缂工精美，反映出乾隆时期缂丝技艺的高超水平。此袍为龙袍之式，却无龙纹，这种饰百寿纹的龙袍不见于清代服饰典制之记载，在故宫博物院所藏大量清代服饰中也独具特色。从此袍色用明黄、饰百寿纹、镶中接袖和裾左右两开等形制特征考察，它应是乾隆时期皇太后或皇后于寿诞庆贺之时穿用的吉服袍。领口系黄条，正书：“黄刻丝寿字有水袷袍一件”，背书：“乾隆三十年九月二十八日收”。
黄纱绣彩云金龙单袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/18498.jpg,服饰,男吉服,黄纱绣彩云金龙单袍，清乾隆，身长140厘米，两袖通长190厘米，袖口宽16厘米，下摆宽126厘米，前后裾长50厘米，左右裾长23厘米。清宫旧藏。此袍圆领，右衽大襟，四开裾，明黄色素接袖，马蹄形袖端。明黄色芝麻纱地上以双面绣技法刺绣纹样，前胸后背及两肩绣正龙各一，下襟行龙四，里襟行龙一，两袖端正龙各一，领边正龙二、行龙三，通身点缀流云飞蝠，下摆饰海水江崖和八宝立水纹。这件龙袍最为引人注目的是通身娴熟地运用了刺绣技法中难度最大的双面绣，龙袍绣面纹样正反如一，绣线头藏没无迹，正背两面的针法、图案和色彩完全相同。绣面密实细腻，平顺光洁。纹样丰富多彩，龙纹金光熠熠，恣态灵动；流云色彩丰富，气韵流畅；海水波涛汹涌，层次感强。此袍绣工精巧华美，技艺精湛超群，堪称是清代乾隆盛世刺绣技艺达到巅峰水平的代表作品之一。领口拴黄条，上墨书：“高宗”，可知是乾隆皇帝的御用龙袍，为吉庆之时穿用。
香色暗勾莲蝠漳缎袷袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/18531.jpg,服饰,女吉服,"香色暗花勾莲百蝠纹漳缎袷袍, 清乾隆，身长144厘米，两袖通长168厘米，袖口宽18厘米，下摆宽124厘米，左右裾长81厘米。清宫旧藏。此袍圆领，右衽大襟，裾左右开，镶中接袖，黑色素接袖，马蹄形袖端。以香色暗花勾莲百蝠纹漳缎为面，月白色暗花绫作里。领、袖边绣梅花、水仙、石竹、灵芝和蝴蝶、蝙蝠、五彩云等纹样，含有“灵仙祝寿”、“和美幸福”等吉祥寓意，表达了穿用者对美好生活的祈愿。此袍以漳缎为面料，这种面料的服装在故宫所藏清代服饰中数量稀少，故此袍亦颇具特色。此袍式为吉服袍，但前后身及两肩除面料本身具有的暗花纹外并不另施彩纹，这一装饰方法不见于清代相关的服饰典制记载。综合此袍式样及领、袖边纹样等因素考察，它应是乾隆时期妃嫔或福晋于春秋季穿用的吉服袍。领口系黄条，上墨书：“香色漳绒镶领袖袷袍一件”，“乾隆四十年闰十月初五日收”。"
明黄色缎绣金龙朝袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/16679.jpg,服饰,男礼服,明黄色缎绣金龙朝袍，清乾隆，身长144厘米，两袖通长190厘米，袖口宽17厘米，下摆宽162厘米，左裾长37厘米，披领34－100厘米。清宫旧藏。袍圆领，右衽，马蹄袖，腰帷以下为襞积式。袍面料为明黄色素缎，上衣柿蒂形纹样中前后及两肩各绣金正龙一条，饰五彩祥云，福山寿海。袖端饰行龙各一，腰帷行龙五，衽正龙一，襞积正团龙二十二，下裳前后饰正龙各一，行龙五，饰五彩祥云、福山寿海，披领行龙二。全身共绣金龙43条。附石青缎平金绣行龙纹披领，衬大红色织金缎里。后背垂明黄色绦背云2个。马蹄袖饰石青缎平金绣行龙，里衬银鼠皮，有出锋。明黄色素缎接袖。襟缀铜镀金錾花扣5枚，披领上缀铜镀金錾花扣三枚。此为清乾隆朝皇帝礼服，饰十二章。袍上纹饰皆以赤圆金线勾边，绣工精妙，针法多变，配色华美富丽，晕色和谐自然。附黄条，墨书：“高宗”、“绣黄缎面片金边袷朝袍一件，珊瑚背云二块，珊瑚坠角四个，加间饭块正珠八颗”。
石青色缎绣八团云龙纹绵褂,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/16102.jpg,服饰,女吉服,石青色缎绣八团云龙纹绵褂，清乾隆，身长146厘米，两袖通长194厘米，袖口宽24厘米，下摆宽144厘米，后开裾长75厘米，团花直径27厘米。清宫旧藏。褂圆领，对襟，平袖，裾后开。褂以二至三色晕在石青色缎地上用平针、套针、钉线、平金、缠针等针法彩绣八团彩云金龙及金团寿纹样。褂内衬湖色四季花卉纹暗花绫里，内絮薄绵，襟缀石青素缎扣袢五。此褂为清代皇后吉服。其捻金纤细，构图严谨，刺绣工整，尤其是以月白色丝线与金线搭配表现龙身，颇为独特。领口系墨书黄纸签，正面书：“乾隆六十三年二月初三日收”，背面书：“石青缎绣八团金龙绵褂一件”。
香色缎绣八团有水袷蟒袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/17296.jpg,服饰,女吉服,"香色缎绣八团有水袷蟒袍，清乾隆，身长148厘米，两袖通长178厘米，袖口宽19厘米，下摆宽122厘米，左右裾长84厘米。清宫旧藏。袍圆领，右衽，马蹄袖端，裾左右开。石青缎绣平金龙领袖边，石青片金缘，石青素缎袖，湖色素纺绸里。铜镀金錾花扣4枚。蟒袍面料为浅香色素缎，前后及两肩平金绣正龙各一，并云蝠海水。襟前后平金绣夔龙各两团，饰云蝠海水。下摆绣寿山福海。针法近十种，捻金匀细，针脚平齐，采用三晕色手法，色彩华丽精美。此件为清嫔吉服。附黄条，上墨书：""香色缎绣八团金龙夔龙五彩袷蟒袍一件。"""
深绛色缂丝袷纱蟒袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/17300.jpg,服饰,男吉服,深绛色缂丝袷纱蟒袍，清乾隆，身长138厘米，两袖通长190厘米，袖口宽18厘米，下摆宽120厘米，前后裾长61厘米。清宫旧藏。袍圆领，右衽，马蹄袖端，裾前后开。湖色暗缠枝勾莲实地纱里。石青素缎接袖。石青色缂丝五彩云蝠行龙领、袖边，石青片金缘。铜镀金光素扣5枚。蟒袍为深绛色地，织金四爪蟒9条，间饰祥云、杂宝、海水江崖。缂织技法以平缂、搭缂为主，立水用长短戗法缂织浪花，缂工平薄精细，捻金匀细。龙纹生动，具浮雕感，设色以三晕为主，沉稳富丽。此为清朝贝勒吉服。附黄条，上墨书：“绛色缂丝袷纱蟒袍一件。”
石青纱绣八团龙单褂,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/17306.jpg,服饰,女吉服,石青纱绣八团龙单褂，清乾隆，身长146厘米，两袖通长178厘米，袖口宽23厘米，下摆宽124厘米，后裾长88厘米。清宫旧藏。褂圆领，对襟，平袖端，裾后开。铜镀金錾花扣1枚。龙褂为石青色直径纱地，缉线绣团龙、云蝠杂宝纹8团，下摆绣立水福山寿海，袖端绣行龙云水，镶石青织金缎缘。通身用单根缉线绣出图案，金线边，在石青色纱地的衬托下彰显出金线的光泽和彩丝的华丽。所有的花纹部分，里面均衬有石青色素纱，夏日穿着舒适凉爽。此为清朝皇后吉服。附黄条，上墨书：“石青纱地钉五彩八团龙有水褂一件”；“石青纱八团龙有水单褂一件，嘉庆十二年二月初六日收。”
香色缎妆花八团喜相逢绵袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/17311.jpg,服饰,女吉服,香色缎妆花八团喜相逢绵袍，清乾隆，身长139厘米，两袖通长182厘米，袖口宽20厘米，下摆宽129厘米，左右裾长78厘米。清宫旧藏。袍圆领，右衽，马蹄袖端，裾左右开。石青缎绣五彩花卉领、襟边及接袖，石青缎缘，石青素缎绵袖，湖色万字曲水小团龙暗花绫里，絮薄绵。银镀金光素扣5枚。绵袍面料为香色素缎地，饰妆花八团喜相逢图案，间饰五彩翔凤、鹿驮宝瓶、折枝花卉以及楼阁亭台等。构图疏朗，配色典雅，沉稳中不失华丽。妆花织造精致，捻金匀细，提花清晰，虽金线光泽不及平金亮丽，但织物相对较为耐磨。此件为清嫔吉服。附黄条，上墨书：“乾隆十四年正月二十二日收，王常贵呈览，香色缎织五彩百蝶女绵袍一件”；“香色缎织八团五彩双蝶无水绵袍一件”。
月白色缂丝彩云蓝龙袷龙袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/17317.jpg,服饰,男吉服,月白色缂丝彩云蓝龙袷龙袍，清乾隆，身长147厘米，两袖通长149厘米，袖口宽18厘米，下摆宽128厘米，左右裾长24厘米，前后裾长53厘米。清宫旧藏。袍立领，右衽，马蹄袖端，裾四开。石青色地缂织五彩行龙云蝠领、袖边，片金缘，蓝素绸接袖，铜镀金錾花扣4枚。吉服面料为月白色地，缂织蓝色龙9条，间饰十二章、团寿、长寿和云蝠等图案，缂织技法除常用的平缂、搭缂外，还用凤尾戗缂织浪花，长短戗缂织水纹等，技法娴熟精妙，实用性好。采用三晕色手法，配色淡雅和谐。此件为乾隆皇帝夏季吉服。附白布条，上墨书：“高宗”。
黄纱绣彩云金龙单龙袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/17273.jpg,服饰,男吉服,黄纱绣彩云金龙单龙袍，清乾隆，身长144厘米，两袖通长192厘米，袖口宽16厘米，下摆宽126厘米，左右裾长24厘米，前后裾长52厘米。清宫旧藏。袍圆领，右衽，马蹄袖端，裾四开。石青纱绣云龙杂宝领、襟边和袖端，明黄色袖，内衬月白色团龙暗花纱里。袍身无衬里，银镀金錾花扣4枚。龙袍面料为双面纳绣明黄和金黄相间的万字曲水地，上面加绣彩云金龙、暗八仙、六章、寿山福海以及杂宝花卉等图案，六章为日、月、宗彝、华虫、黼、黻，纹饰层次分明，立体感强，且里外一致。配色华丽，流金溢彩。晕色以四晕为主，自然大方。因为是双面绣，需藏线尾针迹，绣工极为繁复。万字曲水地针脚规矩整齐，金龙彩云集套针、抢针、平金、滚针、缉线以及施毛针等近十种针法，变化多端，细密平齐。此为清朝皇帝吉服。附黄条，上墨书：“绣黄实地纱”（残断）；“高宗”；“用不得”。
石青直径纱地纳四团金龙单衮服,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/16165.jpg,服饰,男礼服,石青直径纱地纳四团金龙单衮服，清乾隆，身长116厘米，两袖通长148厘米，袖口宽27厘米，左右裾长55厘米，后开裾长50厘米。清宫旧藏。衮服圆领，对襟，平直袖口，左右及后开裾。衮服在石青色直径纱地上绣五爪正面金龙4团，前胸、后背与两肩各一，两肩并分绣日、月二章。金龙以平金绣成，周边以五彩丝线纳纱绣缠枝莲、平水及如意云纹，日、月二章则用满纳法绣成，并用滚针勾边。色彩以粉、蓝、绿、香色等色彩的二晕色和三晕色为主色调。此件衮服合乎清中期以来的典章制度，原附白条“高宗”，应是清乾隆皇帝所御衮服。
蓝色地缂丝金龙云蝠绵袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/16047.jpg,服饰,男吉服,蓝色地缂丝金龙云蝠绵袍，清乾隆，身长146厘米，两袖通长194厘米，袖口宽18厘米，下摆宽126厘米，左右开裾长23厘米，前后开裾长55厘米。清宫旧藏。袍圆立领，大襟右衽，马蹄袖，裾四开。袍在蓝色平纹地上以三色金运用平缂、构缂、搭缂等技法表现云龙及十二章等纹样。袍内衬湖色缠枝菊暗花绫里，中间薄施丝绵。襟缀铜鎏金錾花扣四。领、袖镶石青地二色缂金边，外沿钉织人字绦。圆立领以石青素缎为面，衬月白素缎里。此为皇帝吉服。此袍缂工细密，构图丰满流畅，纹样层次分明。通过三色金的巧妙搭配，在金光闪烁中显现出独特的晕色效果。此袍为清乾隆朝苏州织造局织造。
古铜色百蝶纹织金缎绵袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/16096.jpg,服饰,女常服,古铜色百蝶纹织金缎绵袍，清乾隆，身长145厘米，两袖通长190厘米，袖口宽18厘米，下摆宽168厘米，左右开裾长85厘米。清宫旧藏。袍圆领，大襟右衽，马蹄袖，裾左右开。袍以古铜色缎为面，以赤、淡圆金线织蝶纹，蝶身与翅膀的二色金交互换色，色泽明暗不同，使织出的百蝶纹活泼多变。湖色素纺丝绸衣里，内薄施丝绵。领、襟以石青色素缎沿边，饰月白素缎袖衬。襟缀银鎏金光素扣五。此为清代后妃常服。此袍拈金匀细，金质光亮，为清乾隆朝江宁织造局的织金缎佳品。领口系墨书黄纸签，正面书：“乾隆十五年八月初五日收，三合呈”，背面书：“览古铜缎二色金女绵袍一件”。
月白缂丝云龙纹单朝袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/16281.jpg,服饰,男礼服,月白缂丝云龙纹单朝袍，清乾隆，身长148厘米，两袖通长190厘米，袖口16厘米，下摆146厘米。披领横100厘米，纵33厘米。清宫旧藏。朝袍圆领，右衽，披肩领，马蹄袖，上衣下裳相连，披领和后背均垂明黄色绦红珊瑚背云。袍身所饰纹样为：前后及两肩正龙各一，腰帷前后行龙各二，衽正龙一，襞积前后团龙各九，下摆前后各正龙一与行龙二，两袖端正龙各一，披领行龙二。另在里襟腰帷处饰行龙一，襞积处团龙四，下摆处行龙一。衣前后列十二章，下边饰八宝平水纹。据清代典制，此月白色朝袍为皇帝于秋分祭月时所穿的礼服。黄条书：“高宗。月白缂丝描金边单朝袍一件，珊瑚背云二块，珊瑚坠角四个，加间饭块正珠八颗。”
蓝色缂丝云龙纹单朝袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/16228.jpg,服饰,男礼服,蓝色缂丝云龙纹单朝袍，清乾隆，身长144厘米，两袖通长194厘米，袖口17厘米，下摆160厘米，开裾长18厘米。清宫旧藏。朝袍圆领，大襟右衽，马蹄袖，披领为石青色，明黄色绦带背云，上衣下裳相连。袍以蓝色缂丝为地，用二色圆金线缂织金龙纹如制，五彩丝线织祥云、八宝平水及海水江崖等纹饰，衣身列十二章。此朝袍缂工细密，正反两面缂织均平齐匀整，不露线头。颜色以红、深绿、浅绿、深蓝、浅蓝、淡紫、香色等色为主，色彩丰富，层次分明。根据清代典制，此蓝色朝袍应是乾隆皇帝在南郊祈谷、雩祭场合时所穿用。朝袍原有黄条，上书：“高宗”、“蓝缂丝描金边单朝袍一件，珊瑚背云二块，珊瑚坠角四个，加间饭块正珠八颗”。
皇帝夏行服冠,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/16215.jpg,服饰,冠、带佩饰,皇帝夏行服冠，清乾隆，直径30厘米，高18厘米。清宫旧藏。冠式如斗笠，以本色丝织席纹纱为面，冠缘沿石青色花卉纹织金缎边及石青色丝织人字绦，帽前缀大东珠一粒。上饰大红色丝线盘花冠顶，即所谓“红绒结顶”，四周垂洒红丝拈线。冠内衬大红色绉绸里，内钉同质软帽圈，垂蓝布抽拉系带。这件皇帝夏行服冠制作精细，于简练中见华贵。
缂丝乾隆御笔八徵耄念之宝卷,清乾隆,http://www.dpm.org.cn/Uploads/Picture/2017/04/05/s58e442cca79d9.jpg,织绣画,缂丝,缂丝乾隆御笔八徵耄念之宝卷，清乾隆，纵33厘米，横164厘米。清宫旧藏。乾隆五十四年（1789年），皇帝弘历年近八旬，命镌八徵耄念之宝，同时镌刻“自强不息”等印玺，他得意于年高八十而仍“身体康强”、“未形智衰”，且享五代同堂之福，同时勉励自己勤政不懈，并祝愿子孙延继此福。此手卷稿本即乾隆皇帝为记此宝玺之镌刻所御制《八徵耄念之宝记》一文。手卷采用平缂、搭缂等常用技法，缂法虽不复杂，但幅面宽达164厘米，且在一米多宽的缂织机上需要同时缂织58行行书字体，另10行小字，难度非同一般。缂织者运梭灵巧，缂工精细，字体大小均匀，排列工整，笔划清晰，忠实地再现了乾隆帝御笔之韵。钤“嚮用五福”、“八徵耄念之宝”、“自强不息”等印。包首为缂丝五彩天鹿，配有漆盒，为原装裱。《石渠宝笈三编》、《清内府藏书画录》著录。
黄色云龙妆花纱袷龙袍,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/16034.jpg,服饰,女吉服,黄色云龙妆花纱袷龙袍，清乾隆，身长142厘米，两袖通长184厘米，袖口宽19厘米，下摆宽122厘米，左右开裾长70厘米。清宫旧藏。龙袍圆领，大襟右衽，马蹄袖，裾左右开。袍以二至四色晕的装饰方法，在明黄色暗云纹实地纱地上彩织五色万字流云、金龙、海水江崖、鲶鱼和如意等纹样，谐寓“江山万年如意”。缘饰石青缎织片金边及回纹平金边各一。领、袖边为石青色实地纱绣团夔龙纹，间以云蝠、花卉、暗八仙等纹样。缀铜鎏金錾花扣四。袍内衬月白色暗团龙杂宝纹实地纱里。此件龙袍为清乾隆朝的皇后吉服。织造精工，提花清晰，纹样规整对称而有动感。彩织纹样以暗花衬托和片金勾边装饰富有层次。领口系墨书黄纸签，正面书：“明黄纱织金龙袷袍一件”；背面书：“乾隆三十三年五月初五日收”。
刺绣御制题桐荫玩鹤图挂屏,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/14179.jpg,织绣画,刺绣,刺绣御制题桐荫玩鹤图挂屏，清乾隆，画心纵70厘米，横38厘米。清宫旧藏。画幅以白色缎为地，运用平套、散套、戗针、施毛针、滚针、斜缠针和打籽等针法绣坡上高士与板桥旁的一只丹顶仙鹤相向而戏，周围清溪环绕，桐荫浓翳。画面右上方以蓝色丝绣画名：“御制题桐荫玩鹤图”。其左绣诗一首：“过乳乔梧弗待洗，嘉荫高士立苍苔。步桥羽客自成蒙，不是邻翁问字来。”诗末绣署款“臣谢墉敬书”，绣“臣墉”和“敬书”印二方。图中人物清雅闲逸，鹤姿安详优雅，周边草木青葱，山水简约，画面一派远隔尘嚣的恬淡氛围。此图屏针法细腻灵活，表现物象的质感效果颇佳，构图静中寓动，用色以偏冷色青蓝为主调，以渲染画面恬静清幽的意境。
缂丝锦鸡方补,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/15449.jpg,织绣画,缂丝,缂丝锦鸡方补，清乾隆，长31厘米，宽29.5厘米。补子以金线织地，上部为五彩祥云及红日，下部为海水江崖纹。中间饰一只展翅的锦鸡独立于海中礁石上，回首遥望红日。锦鸡头顶的羽毛、腿、翅膀和翎用捻毛线缂织，富有绒毛的质感。其余纹样用彩色丝线缂织而成。此补子为清代二品文官的补子。按大清会典规定，清代文官用“飞禽”图案、武官用“走兽”图案缀于补服前后。具体规定如下：文官一品为鹤，二品为锦鸡，三品为孔雀，四品为雁，五品为白鹇，六品为鹭鸶，七品为鸂鶒，八品为鹌鹑，九品为练雀；武官一品为麒麟，二品为狮，三品为豹，四品为虎，五品为熊，六品为彪，七品为犀，八品为犀，九品为海马。
缂丝加绣乾隆御题三星图轴,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/15784.jpg,织绣画,缂丝,缂丝加绣乾隆御题三星图轴，清乾隆，纵412厘米，横135厘米。清宫旧藏。图为彩缂加绣，有福、禄、寿三星和苍松、鹤鹿等象征长寿的纹样。作品采用平缂、长短戗、搭缂等技法，为表现不同物象的质感，在一些细微之处，辅以丝线刺绣，如人物的衣纹、鹤鹿的躯体等，用钉金线、散套针和施毛针等绣出。整幅画面使用色丝多达30余种，构图饱满，缂绣精美。缂御笔行书“锡羡增龄”及韵文《三星图颂》：箕畴五福，居一斯寿。富即禄也，继而为偶。曰寿曰禄，资福以受，必有司焉。丽天拱斗，旭日和风，松苍花茂。境乎仙乎，神霄携手，相好天福，垂黻佩玖。司禄抱子，肫然慈母。众星唯寿，如现于酉。岳岳彬彬，紫垣三友。锡祉延龄，佑我九有。于万亿年，视此丝绺。乾隆壬寅清和月御笔。并缂“乾隆御笔”、“古稀天子之宝”、“犹日孜孜”、“三希堂精鉴玺”、“宜子孙”等八玺。
缂丝加绣观音像轴,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/15789.jpg,织绣画,缂丝,缂丝加绣观音像轴，清乾隆，纵147厘米，横60厘米。清宫旧藏。此像描绘观音身着珠宝璎珞装饰的天衣彩裙，立于五彩祥云中的莲台之上，身后背光辉映，头上华盖笼罩，供拜礼敬阿弥陀佛。观音身两侧各21只手，或持法器，或结手印，为汉地千手观音形象。观音又身披人兽，此为藏传佛教影响之痕迹。画幅运用齐缂、缂金、构缂等技法缂织人物及其衣饰，观音之披帛则用缉线钉绣，表现出轻纱的质感和透明感，同时在某些细部以敷彩、敷金等绘画手法表现出缂、绣难以达到的效果。多种艺术手法的综合运用使观音之艺术形象的塑造更为丰满完美，堪称乾隆时期缂丝加绣艺术的优秀代表作。钤“秘殿珠林”、“秘殿新编”、“珠林重定”、“三希堂精鉴玺”、“宜子孙”、“乾清宫鉴藏宝”、“太上皇帝之宝”、“乾隆御览之宝”、“乾隆鉴赏”、“宣统御览之宝”等十玺。
缂丝阿弥陀佛极乐世界图轴,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/15776.jpg,织绣画,缂丝,缂丝阿弥陀佛极乐世界图轴，清乾隆，纵33厘米，横22厘米。清宫旧藏。画幅运用齐缂、构缂、缂金、长短戗等技法缂织，并辅以敷金和敷彩等绘画技巧，以表现阿弥陀佛西方净土的恢宏与华美。画面中心是西方极乐世界的教主阿弥陀佛，两旁为左右胁侍大势至和观音，头上方主师、本尊、女尊、护法神、菩萨、空心母等齐聚，天空中伎乐天人穿翔起舞。前方宝池内花木秾丽，瑞鸟翔集，七宝筑成的诸佛所住的讲堂、精舍等金碧辉煌，喇嘛、吉祥天母、六臂大黑天和阎魔等散布其间。画幅人物众多，场面热烈，配色和谐，构图主次分明，详略得宜，并无雍塞之感，显示出缂丝匠人纯熟精湛的技艺。背面白绫签墨书汉、满、蒙、藏四种文字，其中汉文为：“利益缂丝阿弥陀佛极乐世界，番称额巴克墨忒吉胜果忒，清称墨浑阿库额尔登额拂齐希伊塞朴真尼额尔呵巴，蒙古称察克拉什乌格依格呼尔图布汉努逊嘎斡第额伦。”朱启钤《清内府藏刻丝书画录》著录。
缂金加绣山庄人物图挂屏,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/15794.jpg,织绣画,缂丝,缂金加绣山庄人物图挂屏，清乾隆，纵78厘米，横118厘米。清宫旧藏。此挂屏心主要是以金线缂织山庄人物。画面中山、树、房屋等用金线缂织而成，局部用其它色线，运用了长短戗、包心戗、构缂、平缂等技法，如山石用包心戗、长短戗缂织而成。此外，还将绣与画用于其上，如树叶、竹叶、小草、屋脊为刺绣而成，人物的面部则动笔着色。画面在蓝色地衬托下金光异彩，富丽堂皇，是清代不多见的缂金画作品。
