文物名称,时代,图片链接,分类,作者,文物简介
董诰绮序罗芳图册,清,http://www.dpm.org.cn/Uploads/Picture/dc/19447.jpg,花鸟,董诰,绮序罗芳图册，清，董诰绘，纸本，设色。
罗聘双色梅花图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/2746.jpg,花鸟,罗聘,《双色梅花图》轴，清，罗聘绘，纸本，墨笔，纵126.6厘米，横32.7厘米。款题：“密萼繁枝二色梅，墨池水影结胚胎。细看黑白分明甚，千万花须数不来。元松雪道人画花全用水墨，煮石山农画花全用空圈，未有合二法为一帧者。余因作此以自娱悦。罗聘记”。钤“罗聘私印”白文印。鉴藏印有“明存”、“读骚如斋鉴赏之印”等，共四方。图绘蟠曲出枝的梅树，其上梅花盛开，如珠似锦，一派欣欣向荣的景致。由款题而知，此图是作者仿元代赵孟頫的“水墨”法和王冕的“空圈”法所绘。花瓣或以墨染，或以线条双勾，呈黑白二色的梅交相辉映，故题名“双色梅花图”。通过此图可见，罗聘对于传统梅画技法的学习不拘泥于一家一派，而是博众家所长，并且能够在融会贯通的基础上自成一体。罗聘最终以繁花密枝式的构图，古拙质朴的笔法和秀逸典雅的审美格调，成为“扬州画派”中最有影响力的梅画代表人物。
罗聘墨梅图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/52899.jpg,花鸟,罗聘,《墨梅图》轴，清，罗聘作，纸本，墨笔，纵125.5厘米，横42.5厘米。款题：“白玉蟾善画梅，梅枝戍削几类荆棘，著花甚繁，寒葩冻萼不知有世上人。玉蟾本姓葛名长庚，出游海上，号海琼子，又号缤庵、武夷散人、神霄散吏、紫清真人，殆乎仙者也。昔年曾见其小幅题诗亦清绝，今擬之颇多合处。予初号两峰子，又号花之寺僧、金牛山人、蓼洲渔父、鹿裘生、人日生人，可谓遥遥相契于千载上矣。此帧为云峰先生作回溯厥画梅之源自若家始也。己亥孟冬罗聘记”。钤“两峰”白文印。“己亥”为乾隆四十四年（1779年），罗聘时年47岁。图绘傲风凌寒的梅花竞相绽放，一派生机勃勃的景致。图中花瓣或以仿元赵孟頫的“水墨”法墨晕，或以仿元王冕的“空圈”法线勾，无色晕染的花瓣于交叠辉映中，自得“不要人夸好颜色，只留清气满乾坤”的丽质，这种气质正是作者仿南宋葛长庚的梅画所要追求的清绝意韵。
郎世宁花鸟图册,清,http://www.dpm.org.cn/Uploads/Picture/2019/09/20/s5d846ce1de632.png,花鸟,郎世宁,《花鸟图》册，清，郎世宁绘，绢本，设色，共十开，每开纵32.6厘米，横28.6厘米。款署：“臣郎世宁敬画”，下钤“郎世宁”朱文印、“写生”白文印。每开均有钤“郎世宁”、“写生”印。鉴藏玺印有：“乐寿堂读书记”、“古希天子”、“乾隆御览之宝”、“八徵耄念之宝”、“嘉庆御览之宝”、“养心殿鉴藏宝”等。每开均有乾隆朝内阁大臣梁诗正的题诗。此图册分别描绘了牡丹、兰花、罂粟、萱草、荷花、梅花等艳丽多姿的花卉和体态生动的蝶、鸟。构图上取法中国传统花鸟画的格局，以虚托实，注重对所绘物象的突出。在表现技法上，则充分发挥了欧洲绘画注重明暗及透视的特点，以工致细腻的笔触，刻画出花瓣、叶片以及鸟雀的羽毛质感和体积感，呈现出与传统的中国花鸟画迥然不同的艺术风貌。这种“中西合璧”的画风成为清代宫廷绘画艺术的一大特色，受到了清皇室的青睐。《石渠宝笈》著录。
髡残仙源图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/10633.jpg,未知,髡残,《仙源图》轴，清，髡残绘，纸本，设色，纵84厘米，横42.8厘米。本幅上有自题诗两首，分别款署：“辛丑八月写于借云关中，幽棲电住道人”、“石谿残纳又笔”。钤“介丘”朱文印、“石谿”白文印、“白秃”朱文印。“辛丑”为顺治十八年（1661年），髡残时年50岁，此图正是他精力最为旺盛时的佳作。《仙源图》名即来源于诗之起首二字。根据诗的内容“天都保障石关巈，面对天都峰矗矗。”画的应是黄山天都峰。此图画法以“元四家”为宗，尤其受王蒙影响，构图较满，用线清晰豪壮，墨与色浑然一体，画风苍劲浑厚，意境幽野旷疏。所画景物与自题诗互相生发，相得益彰，把现实中的山水变成了人与自然为一体的生机世界。这里对烟云的描绘使人仿佛置身奇异的梦幻之境。画中题画诗是画面结构的一部分，烟云的留白画法以及全景式的构图都呈现了与西画不同的特点。鉴藏印有：“人间至宝”等数方。
吴昌硕玉兰图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/52070.jpg,花鸟,吴昌硕,《玉兰图》轴，清，吴昌硕绘，纸本，设色，纵174.8厘米，横47.5厘米。图绘玉兰花依石而开的景致。白描的玉兰与墨染的山石形成强烈的黑白对比，相互依托，虚实相生。兰、石以金石篆籀的笔法入画，浑厚老辣的笔墨融入简率疏野的写意花鸟画格之中，营造出“豪放而馨香”的绮丽效果，与图中苍劲有力的书法相映生辉。此幅当属诗书画有机结合的佳作。款署 ：“木笔年年纪岁华，昌硕。”钤“昌硕”白文方印。右下自题五言诗：“风过影玲珑，帘开雪未融。色疑来蜀后，光欲夺蟾宫。不夜云归晚，无暇玉铸工。青莲真失计，贪赋鼠姑红。己酉夏四月，安吉吴俊卿。”钤“仓翁”白文方印、“古鄣”白文方印。“己酉”为宣统元年（1909年），作者时年66岁。
赵之谦古柏灵芝图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/52071.jpg,花鸟,赵之谦,《古柏灵芝图》轴，清，赵之谦绘，纸本，设色，纵140.8厘米，横37.8厘米。图绘一株参天的柏树，粗壮的树干久经岁月的磨难，疤痕累累。交叠成荫的叶片郁郁葱葱，春意盎然，古柏因此表现出顽强的生命力。柏树下低矮的灵芝茁壮而富有生气，颇有“迈众芳而秀出，冠杂卉而当闱”之神采。此图以刚劲有力的书法技法绘枝干，并以焦墨皴擦勾勒，生动地表现出古树的伟岸。叶片和树下的青草、灵芝仿恽寿平的没骨法点染，笔致灵活，颇具神韵与情趣，与树干刚柔相济，令画作具有多层次的视觉空间，是赵之谦以书入画的代表作。款署：“竹君一兄大人正，赵之谦画。钤“赵之谦”白文印。
王翚山窗读书图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/52089.jpg,山水,王翚,《山窗读书图》轴，清，王翚绘，纸本，淡设色，纵160厘米，横42厘米。全图以高远法构图，白云、瀑布、楼阁穿插于重峦叠嶂的林木间，一派气象万千的苍郁景致。画幅的右下方绘有一人于山坞草堂内临窗读书，此景虽然在画幅中所占比例极小，却点明了“山窗读书”的主题，为山林景色增添了书卷气息。从落款可知此图系为恭祝友人王掞（字藻儒）寒窗苦读、秋试中举而作，带有浓郁的情感色彩。全图以元人王蒙细密繁复的笔法刻画，线条活而不乱，理在其中，浓、淡墨色于交叠皴擦中层次井然。此幅不失为王翚早年学仿王蒙画风的精心之作。款署：“山窗读书图。奉贺藻儒先生秋荐之喜，时丙午九月九日，虞山王翚。”钤“王翚之印”朱白文印。“丙午”为康熙五年（1666年），王翚时年35岁。
王鉴仿倪云林溪亭山色图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/52090.jpg,山水,王鉴,《仿倪云林溪亭山色图》轴，清，王鉴绘，纸本，墨笔，纵81.3厘米，横51.2厘米。图绘秋湖静水、疏林远岫的江南景致。王鉴一生推崇元人倪瓒自然淳雅的画风，乐此不疲地四处寻访其画作并且加以临摹，仅仿倪氏的《溪亭山色图》就有数件之多，此图是其中最有代表性的一幅。从一河两岸式的构图到山石树木的方折用笔，再到以淡墨层层擦染的施墨法，均可见作者晚年对倪氏画风的摹仿已达到炉火纯青的境地。本幅自题：烧灯过了客思家，寂寂衡门数瞑鸦。燕子未归梅落尽，小窗明月属梨花。燕子低飞不动尘，黄莺娇小未禁春。东风绿遍门前柳，细雨含烟愁路人。春雨春风满眼花，梦中千里客还家。白鸥飞去烟波绿，谁采西园谷雨茶。云林《溪亭山色》乃其生平得意之作，向藏吴门王文恪家，今为王长安所收，此图上有云林书此三绝。余雨坐染香菴，绿梅初放，兴与境合，因涤砚漫仿其意，并录三诗于左。时庚戌二月朔王鉴识。钤“员照”朱文印、“王鉴之印”白文印。引首钤“来云馆”朱文印、“弇山后人”朱文印。鉴藏印有2方朱文印：“虚斋鉴定”、“有余闲室宝藏”。“庚戌”为康熙九年（1670年），王鉴时年73岁。
虚谷彭公像图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/52072.jpg,人物,虚谷,《彭公像图》轴，清，虚谷绘，纸本，设色，纵125.2厘米，横63.6厘米。图绘像主彭公手执菊花倚石而坐的正面形象。人物五官刻画的细腻清晰，富有立体感，显现出“人淡如菊”的儒雅风貌。湖石块垒，或留白不加涂抹，或以浓、淡墨晕染，其丰富的色调变化表现出湖石“皱、漏、瘦、透”的结构之美。图中挺拔的双松、漫步的白鹤，以及盛开的丛菊和茏葱的秋树，均以工整的笔致精心点染，与湖石的笔法形成鲜明的对比，可见作者既能随心写意又妙于工笔重彩，绘画技法全面。
费丹旭陈云柯小像图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/52074.jpg,人物,费丹旭,《陈云柯小像图》轴，清，费丹旭绘，纸本，设色，纵85厘米，横59.5厘米。图绘须髯垂髫、笑容可掬的像主陈云柯坐于平石之上，左右以竹、石相伴。人物的面部以传统方式表现，用线条勾勒，淡彩渲染，刻画细腻。衣纹以线条为骨，古拙而流畅。图中坚硬的山石以湿墨皴擦出形，秀挺的青竹以浓淡墨相衬晕染，朦胧有致。石与竹烘托出像主的中心位置，同时，以物托志，标示出像主高致朗逸的内在情怀。款署 ：“癸巳冬十一月，云柯先生属写。晓楼费丹旭。”钤“子苕”朱文印。鉴藏印有 “徐宗浩印”、“石雪斋秘笈印”等共4方。“癸巳”是道光十三年(1833年)，作者时年33岁。
王原祁神完气足图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/52088.jpg,山水,王原祁,《神完气足图》轴，清，王原祁绘，纸本，墨笔，纵137.2厘米，横71.8厘米。此图是王原祁仿董、巨山水之作，据题系为其弟子明吉而作。明吉即王原祁四大弟子之一的金永熙。王原祁以“神完气足”为主旨教导明吉习董、巨山水，他认为董、巨绘画具有“全体浑沦，气势磅礴”的特点，要体现这种特点，须章法通透，渲染分明，然能做到匠心独运、幻化出神实属不易之事，因此，该作全以块石堆积成山，笔墨浑融而层次清晰，以密不透风之势而求神完气足，这是画家积一生画学为弟子所作的绘画范本，是其晚年杰作之一。本幅右上自识：“学董、巨画必须神完气足。然章法不透则气不昌，渲染未化则神不出，非可为浅学者语也。明吉问画于余，特作此图示之。惨淡经营，历有年所，而终未匠心，方知入室之难。明吉勉旃。戊子腊月望日题。王原祁。”钤“王原祁印”白文印、“麓台”朱文印、“御书画图留与人看”朱白文印、“石师道人”白文印、 “西庐后人”朱文印。鉴藏印有 “虚斋鉴定”、“莱臣审藏真迹”等。“戊子”为康熙四十七年（1708年），王原祁时年67岁。
张崟京口三山图卷,清,http://www.dpm.org.cn/Uploads/Picture/2017/04/11/s58ec8b4b9965f.jpg,山水,张崟,《京口三山图》卷，清，张崟绘，纸本，设色，纵29.3厘米，横193厘米。此图通过画卷横向展开的方式，以纪实的手法逐一展现了作者家乡“京口三山”的名胜景观。“京口三山”指北固山、焦山、金山，它们之间呈鼎立对峙的犄角之势。其中北固山背临长江，峭壁如削；焦山耸立于江心，犹如“中流砥柱”，山寺隐约，林木苍翠；金山似“江心一朵芙蓉”，塔寺台阁皆依山傍势凿岩而建，形胜天然。此图基于宋画写实的手法，刻画入微，墨色重叠积染，山体、树木呈现苍浑丰郁之势。此图作为一幅带有鲜明地域色彩的实景写照作品，对于后人研究“京口三山”的地理、地貌具有重要的意义。款署 ：“京口三山图，呈云汀大人钧鉴。丁亥七月，丹徒张崟。”钤“张崟之印”白文方印。鉴藏印有 “筠州吴应南收藏书画印”朱文长方印、“雷洛”朱文长方印。“丁亥”是道光七年（1827年），作者时年67岁。
徐扬山庄清话图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/52081.jpg,山水,徐扬,《山庄清话图》轴，清，徐扬绘，绢本，设色，纵189.3厘米，横73.7厘米。图绘崇山峻岭，云雾蒸腾，苍松郁树，溪涧柴门，板桥通幽，二高士于书斋中清谈的情景。高远式兼鸟瞰式构图，画面充盈，移步换景，意境清幽。全幅为青绿山水画，以石青、石绿等色晕染，突出山石的体积感及向背之分，细腻地刻画出溪水的流势和动感。此图画面既有装饰性又有再现自然的生动性，具有清代宫廷青绿山水画的特点。本幅款识：“臣徐扬恭绘。”钤印：“夙夜惟寅”朱文方、“敬慎”朱文方。清内府收藏印：“乾隆御览之宝”朱文方。鉴藏印：“宝蕴楼书画录”朱文方。
黄慎商山四皓图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/52082.jpg,人物,黄慎,《商山四皓图》轴，清，黄慎绘，纸本，设色，纵120.2厘米，横68.3厘米。此图描绘的是秦末东园公、绮里季、夏黄公、甪里隐于商山（今陕西省商县东南）的故事。四人皆80高龄，为避秦暴政而隐居商山，时人称之为“商山四皓”。西汉初，高祖屡召之而不得。后，高祖欲废太子刘盈，改立戚夫人子赵王如意，群臣谏而不听。吕后用张良计，礼遇四皓。高祖以为太子既得此四皓，羽翼已成，只得打消了废太子之念。图中峰峦高耸，飞瀑流泉，意境幽雅。人物的分布错落有致，形貌神态生动自然，笔墨放纵而又不失法度，为黄慎晚年之佳作。本幅自题：“莫莫高山，深谷逶迤。晔晔紫芝，可以疗饥。唐虞世远，吾将安归？驷马高盖，其忧甚大。富贵之畏人，不如贫贱之肆志。乾隆辛巳三秋，写于翠华官舍。宁化七五老人黄慎。”钤“黄”朱文印、“慎”白文印、“汉洗双鱼大吉祥”朱文印、“山高水长”朱文印。“辛巳”是清乾隆二十六年（1761年），黄慎时年75岁。
汪士慎梅花图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/7636.jpg,花鸟,汪士慎,《梅花图》轴，清，汪士慎绘，纸本，设色，纵93.4厘米，横52.9厘米。图绘一株生机盎然的梅树，盛开的梅花洁白无瑕，交错的枝干扶摇向上，表现了梅作为花中君子具有“不恋世间佳丽地，独上寒山称骄子”的高逸之气。此图梅花以淡墨勾轮廓，线条工细，梅干以浓墨一挥而就，墨气淋漓。干与花巧妙地形成黑与白的对比，令简约的画面不失层次的变化。款署 ：“雍正乙卯秋七月八日，近人汪士慎写于巢林书堂蕉荫之下。”钤“士慎私印”白文印、“近人”朱文印、“丙寅人”白文印。画幅右下角有潘恭寿题记，款署 ：“道光壬寅重九后二日，人海小隐恭寿识。”钤“恭寿”朱文印。“乙卯”为雍正十三年（1735年），作者时年50岁，患疾已久的左眼尚未失明。
方琮秋山行旅图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/52083.jpg,山水,方琮,《秋山行旅图》轴，清，方琮绘，纸本，设色，纵186.6厘米，横153.3厘米。此图是方琮的代表作品之一。图中峰峦叠幛，林木入秋，溪流小桥，行旅者行进其间。整幅画面布局巧妙，结构严谨，房舍及行旅商贾无不似从元人笔下而来，属雅俗共赏之作。款署 “臣方琮恭绘”，下钤“臣方琮”朱白文印、“常存□□”朱文印。有清高宗弘历壬辰（1772年）御题七律诗一首。鉴藏印有 “乾隆御览之宝”、“嘉庆御览之宝”等共9方。
华嵒蔷薇山鸟轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/52084.jpg,花鸟,华嵒,《蔷薇山鸟图》轴，清，华嵒绘，纸本，设色，纵127.1厘米，横55.5厘米。华嵒作为活跃于扬州卖画的职业画家，其花鸟画创作善于捕捉自然界中最生动的天趣。图绘春光明媚的时节，一只山鸟栖于蔷薇枝头，引吭高鸣，其清脆的鸣声不仅令无声的画面声情并茂，且生动地图解了“花气晴熏日，鸟声娇战春”之诗意。此图笔墨松秀，设色清丽淡雅，造型自然传神，构图简约空灵，显示了画家在小写意花鸟画方面的非凡造诣和俊逸清新的独特画风。款署 “新罗山人写于解弢馆”。钤“华嵒”白文印、“布衣生”朱文印。
石涛对菊图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/52086.jpg,山水,石涛,《对菊图》轴，清，石涛绘，纸本，设色，纵99.5厘米，横40.2厘米。图绘双松虬结的庭院内梅、竹互映，房舍错落，屋内高士观赏秋菊，其品菊的举止生动传神，点明了“对菊”的画作主题。庭院外是迂回盘桓的山峦和自远而近的江水，它们为高士远离世俗的隐居之地平添了几分清幽。此图与石涛贯有的笔墨雄健纵恣、豪放洒脱的画风不同，刻画工整细腻，或徐或疾的笔致和富于节奏变化的朱点、墨点自得一股苍莽之气。此幅当属石涛居住扬州时期创作的一幅难得的精细之作。本幅自题七言诗一首，款署 “清湘石涛大滌草堂”，钤“清湘老人”朱文印、“膏肓子济”白文印。鉴藏印有“唐云审定”等2方。
朱耷荷石水鸟图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/1034.jpg,花鸟,朱耷,《荷石水鸟图》轴，清，朱耷绘，纸本，墨笔，纵127厘米，横46厘米。图绘荷叶下一只水鸟栖于孤石上，形成全图之焦点。水鸟形状独特，单足独立，神态凄凉，它似在休憩，更似在冷眼观望这冰凉的世界。作者孤寂凄凉的处境、强烈的反清复明思想，以及面对清廷统治日益稳固而无可奈何的心境，或多或少地呈现于作品之中。款署 “八大山人写”，钤白文印2方：“可得神仙”、“八大山人”。鉴藏印有 “虚斋珍玩”等3方。
樊圻柳村渔乐图卷,清,http://www.dpm.org.cn/Uploads/Picture/2017/04/11/s58ec850fd3e07.jpg,山水,樊圻,《柳村渔乐图》卷，清，樊圻绘，绢本，设色，纵28.6厘米，横167厘米。图绘“杨柳青青江水平，闻郎江上唱歌声”的渔家乐场景。王士禛《池北偶谈》记：“柳村在恒山之间，梁冶湄使君读书其中，属金陵樊圻画《柳村渔乐图》。”由此可知，柳村确有其地，在今河北省境内。此图是樊圻应朋友梁冶湄（即梁允植，字承笃，河北正定人，官至延平知府）之邀所绘，以解其宦游的思乡之情。樊圻作为江南地区的画家，充分发挥想像力，把北方水乡表现得如同江南渔庄一般，含烟带雾，充满了浪漫诗意，将生活诗意化。此幅构图简洁，主题突出，用笔工整严谨，皴法细密，设色清雅，是樊圻的代表之作。款署 “己酉蒲月钟陵樊圻画”，钤“圻”朱文印、“会公”白文印。本幅有清陈僖、梁清标等7家题诗词，钤“芃园图书”等题跋印16方。引首及前后隔水有清代曹溶、徐倬、顾豹文3家题诗，钤“古书”等印9方。后纸有王士禛、汪懋麟等11家题诗，钤“芃园考藏”等印35方。“己酉”为康熙八年（1669年），作者时年54岁。
《恶虎村》,清,http://www.dpm.org.cn/Uploads/Picture/dc/52020.jpg,未知,未知,《恶虎村》，清晚期，绢本，设色，纵56厘米，横56厘米。施世伦升迁，途经恶虎村，被濮天雕、武天虬劫持入庄。濮、武之结义兄弟黄天霸与镖客李堃入庄救施，杀武夫妇，濮自刎。黄天霸火烧庄院并随施上任。《恶虎村》又名《三义绝交》，故事见《施公案》。
《镇潭州》,清,http://www.dpm.org.cn/Uploads/Picture/dc/52019.jpg,未知,未知,《镇潭州》，清晚期，绢本，设色，纵56厘米，横56厘米。杨家将后裔杨再兴聚义九龙山，进攻潭州。抗金名将岳飞用杀手锏将其治服，杨率部投岳，共御金兵。故事见《说岳全传》。
《庆顶珠》,清,http://www.dpm.org.cn/Uploads/Picture/dc/51826.jpg,绘画,未知,《庆顶珠》，清晚期，绢本，设色，纵56厘米，横56厘米。梁山好汉萧恩与女儿萧桂英以打渔为生，遭丁自燮欺压。萧恩以献“庆顶珠”为由进入丁府，杀丁自燮一家，随后自刎，其女流落江湖。《庆顶珠》又名《打渔杀家》。
《捉放曹》,清,http://www.dpm.org.cn/Uploads/Picture/dc/51827.jpg,未知,未知,《捉放曹》，清晚期，绢本，设色，纵56厘米，横56厘米。曹操因谋刺董卓未成，逃至中牟县，为官吏所获。县令陈宫私行将曹释放并弃官随曹而逃。路遇吕伯奢盛情款待，曹心疑而杀吕全家，陈宫怨曹不仁，弃曹而去。故事见《三国演义》。
《群英会》,清,http://www.dpm.org.cn/Uploads/Picture/dc/51828.jpg,未知,未知,《群英会》，清晚期，绢本，设色，纵56厘米，横56厘米。写三国赤壁之战，孙权、刘备联手抗曹故事。诸葛亮亲赴东吴与周瑜共商抗敌对策，大战之前两人互相斗智，有蒋干盗书、草船借箭、苦肉计、打黄盖等情节。剧中周瑜集东吴众将宴请曹操的说客蒋干，号称“群英会”，剧目由此而来。此剧是老生、小生、净、丑、花脸行当齐全、唱做念打并重的“群戏”。故事见《三国演义》。
《艳阳楼》,清,http://www.dpm.org.cn/Uploads/Picture/dc/52021.jpg,未知,未知,《艳阳楼》，清晚期，绢本，设色，纵56厘米，横56厘米。又名《拿高登》，出于清乾隆年间宫廷连台大戏《忠义璇图》。宋代权臣高俅之子高登仗权势横行乡里，清明日率家丁逛蟠桃会，遇徐宁子徐士英伴母、妹扫墓，强将徐妹佩珠抢走，徐士英情急追赶，路遇花容子逢春、呼延灼子呼延豹、秦明子秦仁，四人商约夜入高宅，于艳阳楼救出徐妹，杀死高登，此剧以武功见长。
《洪洋洞》,清,http://www.dpm.org.cn/Uploads/Picture/dc/51829.jpg,未知,未知,《洪洋洞》，清晚期，绢本，设色，纵56厘米，横56厘米。又名《孟良盗骨》。孟良奉杨延昭之命前往辽邦洪羊洞盗取杨父骸骨，焦赞暗随冀以相助，因洞内黑暗，孟良误以为敌，用斧将焦劈死，发现后惊悔欲绝，乃将遗骨托付老兵程宣带回宋营，自刎于洞外。杨延昭闻耗痛悼不已，重病而亡。京剧、秦腔、汉剧等剧种均有此剧目。故事见《杨家将演义》。
《平定台湾战图•清音阁演戏图》,清,http://www.dpm.org.cn/Uploads/Picture/dc/51830.jpg,人物,未知,"《平定台湾战图•清音阁演戏图》，清乾隆，纸本，设色，长55.6厘米,宽91.1厘米。　　清宫廷画家绘，描绘平定台湾林爽文起义后乾隆皇帝在承德避暑山庄福寿园犒劳凯旋将士的场面。图中真实地描绘了当时园内清音阁戏楼盛大的戏曲演出活动。清音阁戏楼与宫中宁寿宫畅音阁戏楼规模一致，从目前仅存的此幅大戏楼演剧的形象资料，可了解当时宫廷在此类大型剧场看戏的情况。清代帝后常赐王公大臣等一起听戏，听戏之所在大戏台两侧的东西廊内。每间廊下设小炕桌前后两排，每排各二，地上铺设棕毯，为王公大臣盘坐之处。听戏期间，帝后还赏赐由懋勤殿所备的果品饮食以及如意、荷包、瓷瓶等物品。"
崇庆皇太后万寿庆典,清,http://www.dpm.org.cn/Uploads/Picture/2020/10/27/s5f97ca21792a0.jpg,人物,未知,《崇庆皇太后万寿庆典》，清，张廷彦等绘，绢本，设色，纵64.5厘米，横2994厘米。清代乾隆时期戏曲十分繁荣。乾隆十六年（1751年）十一月二十五日是清高宗弘历生母崇庆皇太后六十岁寿辰，乾隆为此举行盛大的庆寿活动。文武群臣聚集北京，从西华门到西直门外的高粱桥，十余里路张灯结彩，戏曲、杂技、舞蹈等各种文艺节目纷然杂陈，令人目不暇接。此四卷万寿图真实地再现了当时的庆寿场面和演戏的场景，是清代戏曲重要的图像资料。
王概龙舟竞渡卷,清,http://www.dpm.org.cn/Uploads/Picture/2017/04/21/s58f9aa2ed5583.jpg,人物,王概,《龙舟竞渡图》卷，清，王概绘，纸本，设色，纵18.2厘米，横359厘米。本幅自题：“丁丑重五，左巌汪子为见翁公祖老先生赋《竞渡行》，中及布泽邗郡。是日京岘飞帆如鹜，公载杓载客旷揽江天，为之称快不已。遂成一图，作此诗笺注。繍水王概记于卢易郡斋之葵轩。”钤“王概”（朱文）、“安节”（朱文）二印。王方岐、徐扬题跋两侧。“张之鑑藏”（朱文）、“楚南周氏晓初珍藏”（朱文）等鉴藏印四方。此卷由三段绘画组成，以江河为主线，渐渐展开端午时节赛龙舟的场面。画面用笔工细，场面宏大。几艘龙舟昂首翘尾，动感十足。船上人小如蚁，但奋力划桨之势尽显。在构图上，运用大片留白表现水天一色和浩渺的江河，给人以开阔的视野。而江中点缀的渔家小船及岸上人们争相观看的情景，又使画卷平添了几许情趣。
婴戏图册之斗草图,清,http://www.dpm.org.cn/Uploads/Picture/dc/50645.jpg,人物,未知,《婴戏图》册之《斗草图》，清，纵11厘米，横21厘米，绢本，设色。清宫旧藏。
雍正十二月行乐图轴之五月竞舟,清,http://www.dpm.org.cn/Uploads/Picture/dc/50641.jpg,人物,未知,《雍正十二月行乐图》轴之《五月竞舟》，清，绢本，设色，纵187厘米，横101.5厘米。《雍正十二月行乐图》为清代宫廷画家所绘，由12张图组成，分别描绘雍正皇帝在一年十二个月份中的生活休闲场面。对于画面中的场景，美术史界历来有不同的观点。图中场景有学者认为是画家虚拟的场景，也有的认为是借鉴了圆明园的场景。此图描绘的是五月端午时节，皇家欢度端午节的情景。图中雍正皇帝身着汉装，与众皇妃、皇子欢坐于码头楼阁之上，数艘华丽的宫廷龙舟驰骋于水面之上。整幅画面洋溢着欢乐祥和的气氛。
邹喆墨艾图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/50644.jpg,花鸟,邹喆,《墨艾图》轴，清，邹喆绘，纸本，墨笔，纵126.5厘米，横47.3厘米。本幅右上角题款：“景泰四年癸酉夏正午日，相谿沈贞。”钤“沈氏贞吉”（朱方）、“南斋”（朱方）印。款印皆伪，系后添。左下角为邹喆本款：“萧艾有清芬，为性本芳洁。寄言熏德者，不扶芑自直。癸巳午月题于节霞阁， 邹喆。”钤“邹喆之印”（白方）、“方鲁”（朱方）印。收藏印五方 ：“震泽王氏鉴藏画印”、“公绶”、“公绶”、“子孙宝之”、“购甲辰进士弟”。本幅所绘墨笔艾草运笔浓淡有致，并通过墨色的变化营造出了空间感。艾草在中国民间有着驱邪的寓意。邹喆作为文人画家也在自己的绘画中表现具有风俗元素的题材，使得作品既具有文人绘画的雅致，又具有风俗绘画的活泼与贴近时令，显得颇有韵味。
徐扬端阳故事册之赐枭羹,清,http://www.dpm.org.cn/Uploads/Picture/dc/50577.jpg,人物,徐扬,《端阳故事图》册，清乾隆，徐扬绘，绢本，设色，共八开，每开纵20.7厘米，横18.2厘米。此为第二开，名《赐枭羹》，题：“汉令郡国贡枭为羹赐官以恶鸟，故食之。”
金廷标儿童斗草图轴,清,http://www.dpm.org.cn/Uploads/Picture/2019/06/03/s5cf4d68d15b97.jpg,人物,金廷标,《儿童斗草图》轴，清，金廷标绘，纸本，设色，纵105.3厘米，横79.5厘米。此图表现的是端午节儿童们斗草的游戏。有的以比赛采得的花草作对，这是文斗；有的把叶柄相勾拉拽，也称“拔根儿”，就是武斗。
徐扬端阳故事册之采药草,清,http://www.dpm.org.cn/Uploads/Picture/dc/50578.jpg,人物,徐扬,《端阳故事图》册，清乾隆，徐扬绘，绢本，设色，共八开，每开纵20.7厘米，横18.2厘米。此为第三开，名《采药草》，题：“五日午时蓄采众药治病，最效验。”
董棨太平欢乐图册之采艾,清,http://www.dpm.org.cn/Uploads/Picture/dc/50638.jpg,人物,董棨,《太平欢乐图》册之《采艾》，清，董棨绘，对开，左纸右绢，设色，纵14.8厘米，横9.3厘米。左题：“案《岁时记》曰：‘端午以菖蒲或缕或屑食之。’《荆楚记》曰：‘五月五日采艾悬户上。’”
